tab	pmag_specimens
er_specimen_name	measurement_step_min	measurement_step_max	specimen_lab_field_dc_uT	specimen_int_corr_anisotropy	specimen_int_corr_nlt	specimen_int_corr_cooling_rate	specimen_int_uT	specimen_frac	specimen_int_ptrm_n	specimen_b_beta	specimen_int_dang	specimen_scat
mc131e1	200	590	25	1.00	-1.00	-	16.1	8.665e-01	6.000e+00	8.975e-03	4.002e-01	Pass
mc131e1	200	600	25	1.00	-1.00	-	16.3	8.943e-01	6.000e+00	1.111e-02	3.526e-01	Pass
mc131e1	200	570	25	1.00	-1.00	-	15.9	7.882e-01	4.000e+00	6.768e-03	6.562e-01	Pass
mc131e1	200	575	25	1.00	-1.00	-	16.0	8.121e-01	5.000e+00	6.747e-03	5.655e-01	Pass
mc131e1	200	580	25	1.00	-1.00	-	16.0	8.408e-01	5.000e+00	7.808e-03	5.017e-01	Pass
mc131e1	200	590	25	1.00	-1.00	-	16.1	8.665e-01	6.000e+00	8.975e-03	4.002e-01	Pass
mc131e1	200	600	25	1.00	-1.00	-	16.3	8.943e-01	6.000e+00	1.111e-02	3.526e-01	Pass
mc131g1	0	565	25	1.00	-1.00	-	17.4	7.805e-01	5.000e+00	1.454e-02	1.098e+00	Pass
mc131g1	0	570	25	1.00	-1.00	-	17.5	7.995e-01	5.000e+00	1.325e-02	1.029e+00	Pass
mc131g1	0	575	25	1.00	-1.00	-	17.6	8.380e-01	6.000e+00	1.207e-02	9.357e-01	Pass
mc131g1	0	580	25	1.00	-1.00	-	17.9	8.806e-01	6.000e+00	1.791e-02	8.789e-01	Pass
mc131g1	0	590	25	1.00	-1.00	-	17.9	9.112e-01	7.000e+00	1.638e-02	9.141e-01	Pass
mc131g1	0	600	25	1.00	-1.00	-	18.0	9.476e-01	7.000e+00	1.558e-02	8.731e-01	Pass
mc131g1	0	620	25	1.00	-1.00	-	18.2	9.674e-01	8.000e+00	1.705e-02	8.265e-01	Pass
mc131g1	0	630	25	1.00	-1.00	-	18.5	1.000e+00	8.000e+00	1.915e-02	8.265e-01	Pass
mc131g1	150	575	25	1.00	-1.00	-	17.7	8.122e-01	6.000e+00	1.106e-02	9.204e-01	Pass
mc131g1	150	580	25	1.00	-1.00	-	18.0	8.547e-01	6.000e+00	1.803e-02	8.648e-01	Pass
mc131g1	150	590	25	1.00	-1.00	-	18.1	8.853e-01	7.000e+00	1.645e-02	9.084e-01	Pass
mc131g1	150	600	25	1.00	-1.00	-	18.2	9.218e-01	7.000e+00	1.561e-02	8.696e-01	Pass
mc131g1	150	620	25	1.00	-1.00	-	18.4	9.416e-01	8.000e+00	1.727e-02	8.251e-01	Pass
mc131g1	150	630	25	1.00	-1.00	-	18.7	9.742e-01	8.000e+00	1.960e-02	8.251e-01	Pass
mc131g1	200	575	25	1.00	-1.00	-	17.8	8.026e-01	6.000e+00	1.107e-02	1.053e+00	Pass
mc131g1	200	580	25	1.00	-1.00	-	18.2	8.451e-01	6.000e+00	1.898e-02	9.914e-01	Pass
mc131g1	200	590	25	1.00	-1.00	-	18.2	8.757e-01	7.000e+00	1.728e-02	1.019e+00	Pass
mc131g1	200	600	25	1.00	-1.00	-	18.3	9.122e-01	7.000e+00	1.634e-02	9.735e-01	Pass
mc131g1	200	620	25	1.00	-1.00	-	18.5	9.320e-01	8.000e+00	1.813e-02	9.138e-01	Pass
mc131g1	200	630	25	1.00	-1.00	-	18.8	9.645e-01	8.000e+00	2.064e-02	9.138e-01	Pass
mc131g1	200	575	25	1.00	-1.00	-	17.8	8.026e-01	6.000e+00	1.107e-02	1.053e+00	Pass
mc131g1	200	580	25	1.00	-1.00	-	18.2	8.451e-01	6.000e+00	1.898e-02	9.914e-01	Pass
mc131g1	200	590	25	1.00	-1.00	-	18.2	8.757e-01	7.000e+00	1.728e-02	1.019e+00	Pass
mc131g1	200	600	25	1.00	-1.00	-	18.3	9.122e-01	7.000e+00	1.634e-02	9.735e-01	Pass
mc131g1	200	620	25	1.00	-1.00	-	18.5	9.320e-01	8.000e+00	1.813e-02	9.138e-01	Pass
mc131g1	200	630	25	1.00	-1.00	-	18.8	9.645e-01	8.000e+00	2.064e-02	9.138e-01	Pass
mc131g1	300	600	25	1.00	-1.00	-	18.5	8.054e-01	7.000e+00	1.925e-02	1.394e+00	Pass
mc131g1	300	620	25	1.00	-1.00	-	18.8	8.251e-01	8.000e+00	2.125e-02	1.283e+00	Pass
mc131g1	300	630	25	1.00	-1.00	-	19.1	8.577e-01	8.000e+00	2.417e-02	1.283e+00	Pass
mc131g1	350	630	25	1.00	-1.00	-	19.4	7.966e-01	8.000e+00	2.575e-02	1.187e+00	Pass
mc132e2	150	550	25	1.00	0.99	-	3.3	8.773e-01	5.000e+00	4.464e-02	5.855e+00	Pass
mc132e2	200	550	25	1.00	0.99	-	3.4	8.186e-01	5.000e+00	4.146e-02	6.209e+00	Pass
mc132e2	250	550	25	1.00	0.99	-	3.5	7.818e-01	5.000e+00	3.830e-02	6.753e+00	Pass
mc132f2	0	540	25	1.00	-1.00	-	3.1	8.687e-01	5.000e+00	5.589e-02	8.926e+00	Pass
mc132f2	0	550	25	1.00	-1.00	-	3.1	9.066e-01	5.000e+00	4.784e-02	9.274e+00	Pass
mc132f2	150	540	25	1.00	-1.00	-	3.2	8.552e-01	5.000e+00	5.722e-02	9.137e+00	Pass
mc132f2	150	550	25	1.00	-1.00	-	3.2	8.931e-01	5.000e+00	4.849e-02	9.596e+00	Pass
mc132f2	200	540	25	1.00	-1.00	-	3.3	8.149e-01	5.000e+00	5.913e-02	9.555e+00	Pass
mc132g2	150	540	25	1.00	0.99	-	3.1	7.870e-01	5.000e+00	8.130e-02	5.166e+00	Pass
mc132g2	150	550	25	1.00	0.99	-	3.1	8.314e-01	5.000e+00	7.013e-02	6.152e+00	Pass
mc132g2	200	550	25	1.00	0.99	-	3.3	7.905e-01	5.000e+00	7.460e-02	5.916e+00	Pass
mc132h2	150	550	25	1.00	-1.00	-	3.1	8.371e-01	5.000e+00	5.397e-02	4.651e+00	Pass
mc132j1	150	540	25	1.00	-1.00	-	2.8	8.359e-01	5.000e+00	5.610e-02	6.356e+00	Pass
mc132j1	150	550	25	1.00	-1.00	-	2.8	8.519e-01	5.000e+00	4.770e-02	6.580e+00	Pass
mc132j1	200	540	25	1.00	-1.00	-	2.8	8.125e-01	5.000e+00	5.749e-02	6.493e+00	Pass
mc132j1	200	550	25	1.00	-1.00	-	2.9	8.285e-01	5.000e+00	4.856e-02	6.794e+00	Pass
mc132j1	250	540	25	1.00	-1.00	-	2.9	7.814e-01	5.000e+00	6.000e-02	6.768e+00	Pass
mc132j1	250	550	25	1.00	-1.00	-	2.9	7.974e-01	5.000e+00	5.020e-02	7.155e+00	Pass
mc132k1	150	550	25	1.00	-1.00	-	3.2	8.549e-01	5.000e+00	6.766e-02	6.530e+00	Pass
mc132k1	200	540	25	1.00	-1.00	-	3.3	8.205e-01	5.000e+00	7.829e-02	6.651e+00	Pass
mc132k1	200	550	25	1.00	-1.00	-	3.4	8.330e-01	5.000e+00	6.904e-02	6.927e+00	Pass
mc133f1	0	550	25	1.00	-1.00	-	41.8	8.172e-01	6.000e+00	3.158e-02	3.260e-01	Pass
mc133f1	0	560	25	1.00	-1.00	-	42.3	8.799e-01	6.000e+00	2.939e-02	3.379e-01	Pass
mc133f1	0	570	25	1.00	-1.00	-	42.8	9.141e-01	7.000e+00	2.824e-02	3.320e-01	Pass
mc133f1	0	580	25	1.00	-1.00	-	43.3	9.391e-01	7.000e+00	2.743e-02	3.186e-01	Pass
mc133f1	150	550	25	1.00	-1.00	-	42.3	7.909e-01	6.000e+00	3.501e-02	5.843e-01	Pass
mc133f1	150	560	25	1.00	-1.00	-	42.8	8.536e-01	6.000e+00	3.233e-02	5.667e-01	Pass
mc133f1	150	570	25	1.00	-1.00	-	43.3	8.878e-01	7.000e+00	3.086e-02	5.498e-01	Pass
mc133f1	150	580	25	1.00	-1.00	-	43.9	9.128e-01	7.000e+00	2.981e-02	5.138e-01	Pass
mc133f1	200	560	25	1.00	-1.00	-	43.0	8.309e-01	6.000e+00	3.738e-02	5.752e-01	Pass
mc133f1	200	570	25	1.00	-1.00	-	43.6	8.651e-01	7.000e+00	3.539e-02	5.632e-01	Pass
mc133f1	200	580	25	1.00	-1.00	-	44.2	8.901e-01	7.000e+00	3.394e-02	5.212e-01	Pass
mc133f1	250	560	25	1.00	-1.00	-	44.0	7.985e-01	6.000e+00	4.438e-02	1.927e-01	Pass
mc133f1	250	570	25	1.00	-1.00	-	44.7	8.327e-01	7.000e+00	4.129e-02	2.279e-01	Pass
mc133f1	250	580	25	1.00	-1.00	-	45.3	8.577e-01	7.000e+00	3.903e-02	2.257e-01	Pass
mc133g1	0	560	25	1.00	-1.00	-	42.4	8.291e-01	6.000e+00	3.206e-02	9.246e-01	Pass
mc133g1	0	570	25	1.00	-1.00	-	43.4	8.759e-01	7.000e+00	2.985e-02	7.948e-01	Pass
mc133g1	0	580	25	1.00	-1.00	-	43.7	9.501e-01	7.000e+00	2.580e-02	7.201e-01	Pass
mc133g1	150	570	25	1.00	-1.00	-	43.5	8.172e-01	7.000e+00	3.352e-02	1.052e+00	Pass
mc133g1	150	580	25	1.00	-1.00	-	43.9	8.914e-01	7.000e+00	2.867e-02	9.214e-01	Pass
mc133g1	200	570	25	1.00	-1.00	-	44.2	8.083e-01	7.000e+00	3.605e-02	1.200e+00	Pass
mc133g1	200	580	25	1.00	-1.00	-	44.5	8.825e-01	7.000e+00	3.040e-02	1.031e+00	Pass
mc133g1	250	570	25	1.00	-1.00	-	46.3	7.815e-01	7.000e+00	3.036e-02	1.432e+00	Pass
mc133g1	250	580	25	1.00	-1.00	-	46.2	8.558e-01	7.000e+00	2.510e-02	1.195e+00	Pass
mc139c1	150	530	25	1.00	-1.00	-	21.0	8.251e-01	4.000e+00	4.993e-02	4.843e+00	Pass
mc139c1	200	530	25	1.00	-1.00	-	20.7	7.870e-01	4.000e+00	5.400e-02	4.865e+00	Pass
mc13a	0	400	40	1.00	-1.00	-	29.5	7.996e-01	3.000e+00	4.392e-02	4.980e+00	Pass
mc13a	0	450	40	1.00	-1.00	-	28.5	8.718e-01	3.000e+00	4.571e-02	4.639e+00	Pass
mc13c	0	350	40	1.00	-1.00	-	33.1	7.825e-01	2.000e+00	4.050e-02	3.894e+00	Pass
mc13c	0	400	40	1.00	-1.00	-	33.1	8.351e-01	3.000e+00	3.435e-02	3.435e+00	Pass
mc13c	0	450	40	1.00	-1.00	-	32.8	8.754e-01	3.000e+00	3.130e-02	2.844e+00	Pass
mc13d	0	300	40	1.00	-1.00	-	35.3	8.130e-01	2.000e+00	6.544e-02	8.629e-01	Pass
mc13d	0	350	40	1.00	-1.00	-	33.9	8.421e-01	2.000e+00	6.471e-02	9.636e-01	Pass
mc142d1	0	550	25	1.03	-1.00	-	13.1	8.685e-01	5.000e+00	5.351e-02	5.584e+00	Pass
mc142d1	150	550	25	1.03	-1.00	-	13.4	7.862e-01	5.000e+00	5.428e-02	5.498e+00	Pass
mc142e2	0	550	25	0.98	-1.00	-	14.2	8.370e-01	5.000e+00	3.662e-02	3.997e+00	Pass
mc142e2	0	560	25	0.98	-1.00	-	14.1	9.349e-01	6.000e+00	3.022e-02	3.249e+00	Pass
mc142e2	0	570	25	0.98	-1.00	-	14.2	9.563e-01	6.000e+00	2.608e-02	2.906e+00	Pass
mc142e2	150	560	25	0.98	-1.00	-	14.3	8.773e-01	6.000e+00	2.954e-02	3.082e+00	Pass
mc142e2	150	570	25	0.98	-1.00	-	14.3	8.988e-01	6.000e+00	2.539e-02	2.782e+00	Pass
mc142e2	200	560	25	0.98	-1.00	-	14.2	8.622e-01	6.000e+00	3.187e-02	3.167e+00	Pass
mc142e2	200	570	25	0.98	-1.00	-	14.2	8.836e-01	6.000e+00	2.727e-02	2.867e+00	Pass
mc142e2	250	560	25	0.98	-1.00	-	14.0	8.034e-01	6.000e+00	3.329e-02	3.313e+00	Pass
mc142e2	250	570	25	0.98	-1.00	-	14.0	8.248e-01	6.000e+00	2.836e-02	3.001e+00	Pass
mc142e2	300	570	25	0.98	-1.00	-	14.0	7.956e-01	6.000e+00	3.265e-02	2.857e+00	Pass
mc142f2	0	550	25	0.98	-1.00	-	14.1	8.388e-01	5.000e+00	3.594e-02	4.623e+00	Pass
mc142f2	0	560	25	0.98	-1.00	-	14.0	9.380e-01	6.000e+00	2.937e-02	3.664e+00	Pass
mc142f2	0	570	25	0.98	-1.00	-	14.0	9.590e-01	6.000e+00	2.523e-02	3.298e+00	Pass
mc142f2	150	560	25	0.98	-1.00	-	14.3	8.673e-01	6.000e+00	2.734e-02	3.572e+00	Pass
mc142f2	150	570	25	0.98	-1.00	-	14.2	8.883e-01	6.000e+00	2.340e-02	3.245e+00	Pass
mc142f2	200	560	25	0.98	-1.00	-	14.1	8.511e-01	6.000e+00	2.932e-02	3.784e+00	Pass
mc142f2	200	570	25	0.98	-1.00	-	14.1	8.721e-01	6.000e+00	2.497e-02	3.435e+00	Pass
mc142f2	250	560	25	0.98	-1.00	-	13.9	7.985e-01	6.000e+00	3.044e-02	4.016e+00	Pass
mc142f2	250	570	25	0.98	-1.00	-	13.9	8.195e-01	6.000e+00	2.580e-02	3.643e+00	Pass
mc142f2	300	570	25	0.98	-1.00	-	13.9	7.898e-01	6.000e+00	2.955e-02	3.610e+00	Pass
mc142k2	0	540	25	0.94	-1.00	-	20.5	8.103e-01	5.000e+00	2.830e-02	1.951e+00	Pass
mc142k2	0	550	25	0.94	-1.00	-	19.8	8.497e-01	5.000e+00	2.896e-02	1.797e+00	Pass
mc142k2	0	560	25	0.94	-1.00	-	19.6	8.957e-01	6.000e+00	2.635e-02	1.545e+00	Pass
mc142k2	0	570	25	0.94	-1.00	-	19.4	9.081e-01	6.000e+00	2.403e-02	1.487e+00	Pass
mc142k2	150	550	25	0.94	-1.00	-	20.0	8.140e-01	5.000e+00	3.175e-02	1.971e+00	Pass
mc142k2	150	560	25	0.94	-1.00	-	19.7	8.600e-01	6.000e+00	2.894e-02	1.677e+00	Pass
mc142k2	150	570	25	0.94	-1.00	-	19.5	8.724e-01	6.000e+00	2.638e-02	1.601e+00	Pass
mc142k2	200	560	25	0.94	-1.00	-	19.4	8.207e-01	6.000e+00	3.152e-02	2.046e+00	Pass
mc142k2	200	570	25	0.94	-1.00	-	19.3	8.331e-01	6.000e+00	2.852e-02	1.985e+00	Pass
mc144e1	0	550	25	1.28	-1.00	-	20.2	8.277e-01	6.000e+00	3.339e-02	3.195e+00	Pass
mc144e1	0	560	25	1.28	-1.00	-	19.9	8.732e-01	6.000e+00	2.909e-02	3.586e+00	Pass
mc144e1	0	565	25	1.28	-1.00	-	19.7	8.812e-01	7.000e+00	2.605e-02	3.695e+00	Pass
mc144e1	0	570	25	1.28	-1.00	-	19.6	9.021e-01	7.000e+00	2.337e-02	4.086e+00	Pass
mc144e1	0	575	25	1.28	-1.00	-	19.5	9.102e-01	8.000e+00	2.133e-02	4.269e+00	Pass
mc144e1	0	580	25	1.28	-1.00	-	19.6	9.268e-01	8.000e+00	1.972e-02	4.581e+00	Pass
mc144e1	0	590	25	1.28	-1.00	-	19.6	9.364e-01	9.000e+00	1.848e-02	4.741e+00	Pass
mc144e1	0	600	25	1.28	-1.00	-	19.7	9.472e-01	9.000e+00	1.759e-02	4.910e+00	Pass
mc144e1	150	550	25	1.28	-1.00	-	20.4	7.988e-01	6.000e+00	3.526e-02	3.143e+00	Pass
mc144e1	150	560	25	1.28	-1.00	-	20.0	8.443e-01	6.000e+00	3.082e-02	3.600e+00	Pass
mc144e1	150	565	25	1.28	-1.00	-	19.8	8.523e-01	7.000e+00	2.764e-02	3.741e+00	Pass
mc144e1	150	570	25	1.28	-1.00	-	19.7	8.732e-01	7.000e+00	2.478e-02	4.174e+00	Pass
mc144e1	150	575	25	1.28	-1.00	-	19.7	8.813e-01	8.000e+00	2.260e-02	4.383e+00	Pass
mc144e1	150	580	25	1.28	-1.00	-	19.7	8.979e-01	8.000e+00	2.087e-02	4.729e+00	Pass
mc144e1	150	590	25	1.28	-1.00	-	19.7	9.076e-01	9.000e+00	1.954e-02	4.909e+00	Pass
mc144e1	150	600	25	1.28	-1.00	-	19.8	9.184e-01	9.000e+00	1.858e-02	5.100e+00	Pass
mc144e1	200	550	25	1.28	-1.00	-	20.3	7.817e-01	6.000e+00	3.776e-02	3.252e+00	Pass
mc144e1	200	560	25	1.28	-1.00	-	19.9	8.272e-01	6.000e+00	3.274e-02	3.752e+00	Pass
mc144e1	200	565	25	1.28	-1.00	-	19.6	8.352e-01	7.000e+00	2.921e-02	3.913e+00	Pass
mc144e1	200	570	25	1.28	-1.00	-	19.6	8.561e-01	7.000e+00	2.611e-02	4.385e+00	Pass
mc144e1	200	575	25	1.28	-1.00	-	19.5	8.642e-01	8.000e+00	2.376e-02	4.617e+00	Pass
mc144e1	200	580	25	1.28	-1.00	-	19.6	8.808e-01	8.000e+00	2.193e-02	4.996e+00	Pass
mc144e1	200	590	25	1.28	-1.00	-	19.6	8.904e-01	9.000e+00	2.053e-02	5.198e+00	Pass
mc144e1	200	600	25	1.28	-1.00	-	19.7	9.012e-01	9.000e+00	1.955e-02	5.411e+00	Pass
mc144e1	250	560	25	1.28	-1.00	-	19.7	7.892e-01	6.000e+00	3.584e-02	4.050e+00	Pass
mc144e1	250	565	25	1.28	-1.00	-	19.5	7.972e-01	7.000e+00	3.179e-02	4.217e+00	Pass
mc144e1	250	570	25	1.28	-1.00	-	19.4	8.181e-01	7.000e+00	2.832e-02	4.724e+00	Pass
mc144e1	250	575	25	1.28	-1.00	-	19.4	8.263e-01	8.000e+00	2.572e-02	4.977e+00	Pass
mc144e1	250	580	25	1.28	-1.00	-	19.4	8.428e-01	8.000e+00	2.370e-02	5.390e+00	Pass
mc144e1	250	590	25	1.28	-1.00	-	19.5	8.525e-01	9.000e+00	2.219e-02	5.613e+00	Pass
mc144e1	250	600	25	1.28	-1.00	-	19.6	8.633e-01	9.000e+00	2.114e-02	5.849e+00	Pass
mc144e1	300	575	25	1.29	-1.00	-	19.2	7.828e-01	8.000e+00	2.627e-02	5.091e+00	Pass
mc144e1	300	580	25	1.29	-1.00	-	19.2	7.994e-01	8.000e+00	2.422e-02	5.581e+00	Pass
mc144e1	300	590	25	1.29	-1.00	-	19.3	8.090e-01	9.000e+00	2.272e-02	5.849e+00	Pass
mc144e1	300	600	25	1.29	-1.00	-	19.4	8.198e-01	9.000e+00	2.175e-02	6.131e+00	Pass
mc144e1	350	600	25	1.29	-1.00	-	19.2	7.849e-01	9.000e+00	2.317e-02	6.743e+00	Pass
mc145c2	0	570	25	1.00	-1.00	-	6.6	9.100e-01	7.000e+00	4.049e-02	4.139e+00	Pass
mc145c2	150	570	25	1.00	-1.00	-	6.7	8.506e-01	7.000e+00	4.324e-02	3.791e+00	Pass
mc145c2	200	570	25	1.00	-1.00	-	6.8	8.368e-01	7.000e+00	4.611e-02	4.067e+00	Pass
mc145c2	250	570	25	1.00	-1.00	-	6.9	8.325e-01	7.000e+00	5.000e-02	4.168e+00	Pass
mc145c2	300	570	25	1.00	-1.00	-	7.0	8.194e-01	7.000e+00	5.414e-02	4.302e+00	Pass
mc145c2	350	570	25	1.00	-1.00	-	7.3	8.025e-01	7.000e+00	5.609e-02	4.360e+00	Pass
mc145c2	350	580	25	1.00	-1.00	-	8.3	8.653e-01	8.000e+00	6.144e-02	2.571e+00	Pass
mc145c2	400	575	25	1.00	-1.00	-	8.7	8.262e-01	7.000e+00	5.783e-02	3.411e+00	Pass
mc145c2	400	580	25	1.00	-1.00	-	9.0	8.327e-01	8.000e+00	5.541e-02	2.599e+00	Pass
mc145k2	0	560	25	1.00	-1.00	-	6.8	8.874e-01	6.000e+00	4.841e-02	1.966e+00	Pass
mc145k2	150	560	25	1.00	-1.00	-	6.9	8.507e-01	6.000e+00	5.028e-02	1.618e+00	Pass
mc145k2	150	575	25	1.00	-1.00	-	8.3	9.441e-01	7.000e+00	5.503e-02	6.076e-01	Pass
mc145k2	200	560	25	1.00	-1.00	-	7.0	8.330e-01	6.000e+00	5.353e-02	1.516e+00	Pass
mc145k2	200	575	25	1.00	-1.00	-	8.4	9.265e-01	7.000e+00	5.800e-02	5.570e-01	Pass
mc145k2	200	580	25	1.00	-1.00	-	8.6	9.280e-01	8.000e+00	5.501e-02	4.748e-01	Pass
mc145k2	250	560	25	1.00	-1.00	-	7.1	8.284e-01	6.000e+00	5.736e-02	1.525e+00	Pass
mc145k2	250	575	25	1.00	-1.00	-	8.6	9.218e-01	7.000e+00	6.133e-02	5.653e-01	Pass
mc145k2	250	580	25	1.00	-1.00	-	8.7	9.233e-01	8.000e+00	5.804e-02	4.883e-01	Pass
mc145k2	300	560	25	1.00	-1.00	-	7.3	8.174e-01	6.000e+00	6.180e-02	1.487e+00	Pass
mc145k2	300	575	25	1.00	-1.00	-	8.8	9.108e-01	7.000e+00	6.490e-02	5.534e-01	Pass
mc145k2	300	580	25	1.00	-1.00	-	9.0	9.123e-01	8.000e+00	6.124e-02	4.860e-01	Pass
mc145k2	350	560	25	1.00	-1.00	-	7.6	7.971e-01	6.000e+00	6.426e-02	1.521e+00	Pass
mc145k2	350	575	25	1.00	-1.00	-	9.2	8.906e-01	7.000e+00	6.695e-02	5.482e-01	Pass
mc145k2	350	580	25	1.00	-1.00	-	9.4	8.921e-01	8.000e+00	6.298e-02	4.837e-01	Pass
mc145k2	400	570	25	1.00	-1.00	-	9.6	8.517e-01	7.000e+00	6.905e-02	2.186e-01	Pass
mc145k2	400	575	25	1.00	-1.00	-	9.9	8.538e-01	7.000e+00	6.443e-02	1.787e-01	Pass
mc145k2	400	580	25	1.00	-1.00	-	10.1	8.553e-01	8.000e+00	6.036e-02	1.924e-01	Pass
mc145l1	0	560	25	1.00	-1.00	-	6.9	8.086e-01	6.000e+00	2.817e-02	2.717e+00	Pass
mc145l1	150	560	25	1.00	-1.00	-	6.9	7.821e-01	6.000e+00	2.894e-02	2.328e+00	Pass
mc147a1	150	550	25	1.00	-1.00	-	26.4	8.138e-01	5.000e+00	2.452e-02	2.425e+00	Pass
mc147j2	150	540	25	1.00	-1.00	-	21.1	8.082e-01	5.000e+00	1.164e-02	2.779e+00	Pass
mc147j2	150	550	25	1.00	-1.00	-	21.1	8.458e-01	5.000e+00	9.736e-03	2.558e+00	Pass
mc147k2	150	540	25	1.00	-1.00	-	20.8	8.150e-01	5.000e+00	1.171e-02	2.987e+00	Pass
mc147k2	150	550	25	1.00	-1.00	-	20.8	8.613e-01	5.000e+00	9.786e-03	2.734e+00	Pass
mc147k2	200	540	25	1.00	-1.00	-	21.0	7.873e-01	5.000e+00	8.788e-03	3.077e+00	Pass
mc147k2	200	550	25	1.00	-1.00	-	21.0	8.336e-01	5.000e+00	7.310e-03	2.826e+00	Pass
mc147k2	250	550	25	1.00	-1.00	-	21.0	8.072e-01	5.000e+00	8.383e-03	2.957e+00	Pass
mc147k2	300	550	25	1.00	-1.00	-	21.1	7.816e-01	5.000e+00	8.572e-03	2.965e+00	Pass
mc14d	0	500	40	1.00	-1.00	-	40.1	8.380e-01	4.000e+00	7.044e-02	2.705e+00	Pass
mc14d	100	500	40	1.00	-1.00	-	39.9	7.853e-01	4.000e+00	8.706e-02	2.248e+00	Pass
mc157c2	0	500	25	1.00	-1.00	-	30.2	8.288e-01	3.000e+00	8.200e-02	5.333e+00	Pass
mc15a	0	570	40	1.01	-1.00	-	24.4	8.555e-01	6.000e+00	2.632e-02	2.131e+00	Pass
mc15a	0	580	40	1.01	-1.00	-	24.7	9.011e-01	6.000e+00	2.268e-02	1.601e+00	Pass
mc15a	0	590	40	1.01	-1.00	-	25.1	9.228e-01	7.000e+00	2.174e-02	1.320e+00	Pass
mc15a	100	570	40	1.01	-1.00	-	24.1	8.195e-01	6.000e+00	2.709e-02	2.084e+00	Pass
mc15a	100	580	40	1.01	-1.00	-	24.4	8.652e-01	6.000e+00	2.364e-02	1.523e+00	Pass
mc15a	100	590	40	1.01	-1.00	-	24.9	8.868e-01	7.000e+00	2.314e-02	1.238e+00	Pass
mc15a	150	580	40	1.01	-1.00	-	24.2	8.219e-01	6.000e+00	2.471e-02	1.268e+00	Pass
mc15a	150	590	40	1.01	-1.00	-	24.6	8.436e-01	7.000e+00	2.487e-02	1.014e+00	Pass
mc15a	200	590	40	1.01	-1.00	-	24.4	7.833e-01	7.000e+00	2.693e-02	7.230e-01	Pass
mc15b	0	570	40	0.96	-1.00	-	26.3	8.282e-01	5.000e+00	2.195e-02	1.039e+00	Pass
mc15b	0	580	40	0.96	-1.00	-	27.0	9.000e-01	5.000e+00	2.161e-02	9.644e-01	Pass
mc15b	0	590	40	0.96	-1.00	-	27.7	9.239e-01	6.000e+00	2.279e-02	9.379e-01	Pass
mc15b	100	570	40	0.96	-1.00	-	26.3	8.155e-01	5.000e+00	2.439e-02	9.764e-01	Pass
mc15b	100	580	40	0.96	-1.00	-	27.1	8.874e-01	5.000e+00	2.374e-02	9.282e-01	Pass
mc15b	100	590	40	0.96	-1.00	-	27.8	9.112e-01	6.000e+00	2.484e-02	9.205e-01	Pass
mc15b	150	570	40	0.96	-1.00	-	26.0	7.914e-01	5.000e+00	2.618e-02	8.551e-01	Pass
mc15b	150	580	40	0.96	-1.00	-	27.0	8.632e-01	5.000e+00	2.612e-02	8.937e-01	Pass
mc15b	150	590	40	0.96	-1.00	-	27.7	8.871e-01	6.000e+00	2.748e-02	9.281e-01	Pass
mc15b	200	580	40	0.96	-1.00	-	26.6	8.075e-01	5.000e+00	2.740e-02	9.697e-01	Pass
mc15b	200	590	40	0.96	-1.00	-	27.5	8.314e-01	6.000e+00	3.001e-02	1.023e+00	Pass
mc15b	250	590	40	0.96	-1.00	-	27.5	7.832e-01	6.000e+00	3.399e-02	1.188e+00	Pass
mc15c	0	525	40	0.98	-1.00	-	31.5	8.258e-01	4.000e+00	3.197e-02	2.609e+00	Pass
mc15c	0	550	40	0.98	-1.00	-	31.2	8.735e-01	5.000e+00	2.772e-02	2.295e+00	Pass
mc15c	0	590	40	0.98	-1.00	-	29.4	9.243e-01	6.000e+00	4.094e-02	2.027e+00	Pass
mc15c	100	550	40	0.98	-1.00	-	30.9	8.254e-01	5.000e+00	3.176e-02	2.006e+00	Pass
mc15c	100	590	40	0.98	-1.00	-	29.0	8.762e-01	6.000e+00	4.608e-02	1.775e+00	Pass
mc15c	150	590	40	0.98	-1.00	-	28.4	8.117e-01	6.000e+00	5.307e-02	1.594e+00	Pass
mc15c2	0	525	40	0.96	-1.00	-	30.2	7.874e-01	4.000e+00	3.116e-02	2.060e+00	Pass
mc15c2	0	550	40	0.96	-1.00	-	29.5	8.328e-01	5.000e+00	2.948e-02	1.767e+00	Pass
mc15c2	0	575	40	0.96	-1.00	-	29.1	9.022e-01	5.000e+00	2.652e-02	1.480e+00	Pass
mc15c2	100	550	40	0.96	-1.00	-	29.5	8.126e-01	5.000e+00	3.424e-02	1.659e+00	Pass
mc15c2	100	575	40	0.96	-1.00	-	29.1	8.820e-01	5.000e+00	3.054e-02	1.372e+00	Pass
mc15c2	150	575	40	0.96	-1.00	-	28.7	8.153e-01	5.000e+00	3.513e-02	8.773e-01	Pass
mc15h	0	590	40	1.05	-1.00	-	26.0	8.929e-01	6.000e+00	1.687e-02	7.158e-01	Pass
mc15h	100	590	40	1.05	-1.00	-	26.1	8.778e-01	6.000e+00	1.820e-02	9.677e-01	Pass
mc15h	150	590	40	1.05	-1.00	-	25.9	8.530e-01	6.000e+00	1.935e-02	1.095e+00	Pass
mc15h	200	590	40	1.05	-1.00	-	25.7	8.118e-01	6.000e+00	2.076e-02	1.231e+00	Pass
